filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean,h2o_mean,auxiliary_input_1_mean,auxiliary_input_2_mean,auxiliary_input_3_mean,auxiliary_input_4_mean,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean
2021-07-30T090000_AIU-2088.ghg,30/07/2021,09:30,211.396,1,18000,18000,-0.151397,0,1.23E-02,14.5555,0,2.73145,5.94171,0,2.7799,-4.50092,0,0.524792,0.13379,0,6.26E-02,1.48025,1.28515,-0.466992,2.89E-02,4.48E-11,1.60E-12,16.7004,413.386,419.58,0.2,0,596.391,14.7625,14.9837,0.1,0,289.529,288.178,99708.8,1.19873,1013.48,2.41E-02,8.67E-03,1.10E-02,1465.44,1702.48,9.19E-03,86.077,237.035,285.828,-2.37369,0.806083,8.26E-02,2.50819,1.33E-14,2.68E-15,2.50819,6.78305,18.1663,161.243,1.88834,-9999,0.355384,0.751011,-268.642,-1.21E-02,2.44972,3.37E-02,0,31.279,-4.7467,10.7371,26.7368,40.7753,57.1879,85.6779,-0.149704,1.01131,14.6655,1.02085,5.57433,1.06591,-4.22263,1.06591,0.125518,1.06591,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.707052,0.57741,0.217562,4.99E-02,1.80067,1.29E-02,1.21E-02,-0.103462,3.08E-03,16.7018,596.429,2.40E-04,6.18E-03,-4.43E-03,3.60E-04,11.19,413.388,14.7625,12.1653,104.786,105.203,104.37,0.832604,2.21E-04,2,10.6665
2021-07-30T093000_AIU-2088.ghg,30/07/2021,10:00,211.417,1,18000,18000,-0.216815,0,1.55E-02,3.4567,1,1.70346,-1.71077,2,3.48173,-2.19015,1,1.66104,-3.85E-02,2,7.84E-02,0.596231,0.160754,-0.320193,3.62E-03,-8.21E-11,-2.96E-12,16.516,410.398,416.561,0.2,0,595.46,14.7963,15.0185,0.1,0,289.725,288.37,99697.4,1.19778,1013.51,2.42E-02,-2.50E-03,1.10E-02,1468.61,1723.65,9.21E-03,85.2036,255.037,285.861,-2.5254,1.48727,0.101172,2.93255,-3.48E-14,-4.97E-15,2.93255,7.09446,30.5059,149.505,1.97709,-9999,0.425458,1.07133,-1940.83,-1.68E-03,-2.02054,6.69E-03,0,33.1306,-5.02769,11.3727,28.3195,43.189,60.5732,90.7498,-0.214316,1.01166,3.29797,1.02284,-1.59648,1.07159,-2.04383,1.07159,-3.60E-02,1.07159,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.139,0.733698,0.269964,2.16E-02,7.10804,3.45E-02,2.72E-03,-5.01E-02,-8.82E-04,16.5172,595.501,2.40E-04,6.18E-03,-4.43E-03,3.60E-04,11.1154,410.398,14.7962,12.1366,104.786,105.201,104.371,0.829691,2.21E-04,2,10.611
2021-07-30T100000_AIU-2088.ghg,30/07/2021,10:30,211.437,1,18000,18000,-0.182622,0,1.43E-02,9.12715,0,2.63276,6.2054,1,4.2349,-2.85489,1,0.989305,0.139766,1,9.54E-02,0.296438,0.886451,5.02E-02,2.00E-02,4.85E-11,1.77E-12,16.5105,410.867,417.116,0.2,0,602.073,14.9827,15.2106,0.1,0,289.838,288.466,99678.8,1.19707,1013.62,2.42E-02,9.06E-03,1.12E-02,1486.75,1734.25,9.33E-03,85.7287,247.5,286.049,-2.34398,1.18298,9.72E-02,2.62738,-3.40E-14,2.94E-15,2.62738,7.15187,26.1858,153.22,2.12096,-9999,0.390586,0.903389,-568.654,-5.73E-03,1.47084,1.93E-02,0,33.6382,-5.10473,11.5469,28.7534,43.8508,61.5013,92.1402,-0.180567,1.01138,9.33395,1.02139,5.81313,1.06748,-2.67442,1.06748,0.130931,1.06748,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.04526,0.542419,0.219097,3.78E-02,7.0622,2.63E-02,7.69E-03,-6.56E-02,3.21E-03,16.5117,602.111,2.39E-04,6.18E-03,-4.43E-03,3.58E-04,11.1016,410.867,14.9827,12.3084,104.766,105.183,104.35,0.833413,2.19E-04,2,10.6027
2021-07-30T103000_AIU-2088.ghg,30/07/2021,11:00,211.458,1,18000,18000,-0.157886,0,1.30E-02,6.92271,0,1.49635,0.372781,2,1.00925,-1.49185,0,0.351526,8.40E-03,2,2.27E-02,0.925494,1.34782,0.485258,3.04E-02,3.70E-11,1.36E-12,16.6658,415.404,421.844,0.2,0,612.49,15.2666,15.5033,0.1,0,290.164,288.764,99661.6,1.1955,1013.78,2.42E-02,5.44E-04,1.14E-02,1514.53,1767.78,9.51E-03,85.6738,253.257,286.332,-2.274,0.642139,0.109427,2.36546,5.01E-14,2.22E-15,2.36546,6.47411,15.3292,164.231,2.65149,-9999,0.363409,0.828556,-603.83,-5.40E-03,18.5704,1.57E-02,0,31.9251,-4.84476,10.9589,27.2891,41.6176,58.3693,87.4479,-0.156129,1.01125,6.83994,1.02023,0.35034,1.06406,-1.40204,1.06406,7.89E-03,1.06406,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,100,0.773964,0.666974,0.216173,1.43E-02,0.781787,1.99E-03,5.64E-03,-3.45E-02,1.94E-04,16.667,612.535,2.41E-04,6.19E-03,-4.44E-03,3.60E-04,11.11,415.403,15.2666,12.5866,104.755,105.18,104.331,0.848523,2.09E-04,2,10.6013
2021-07-30T110000_AIU-2088.ghg,30/07/2021,11:30,211.479,1,18000,18000,-0.222903,0,1.61E-02,14.4092,0,3.08442,6.01437,1,3.82566,-3.97833,0,1.52246,0.135502,1,8.62E-02,-2.17E-02,-0.358241,-0.644497,-8.07E-03,-5.11E-11,-1.90E-12,16.4235,409.377,415.692,0.2,0,609.445,15.1912,15.4255,0.1,0,290.15,288.757,99643.4,1.19535,1013.73,2.42E-02,8.78E-03,1.13E-02,1506.8,1767,9.46E-03,85.2746,260.198,286.254,-2.85562,0.329442,0.138284,2.87789,5.39E-14,-3.11E-15,2.87789,7.8829,6.45553,173.419,2.75415,-9999,0.431829,1.08042,-486.67,-6.70E-03,2.3958,2.75E-02,0,32.1769,-4.88297,11.0453,27.5043,41.9458,58.8296,88.1375,-0.220346,1.0116,14.5031,1.02257,5.61628,1.07088,-3.71501,1.07088,0.126533,1.07088,800000099,800000099,800000099,800000099,800000099,800000199,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.01147,0.850185,0.299194,3.72E-02,7.68121,1.75E-02,1.20E-02,-9.13E-02,3.11E-03,16.4248,609.487,2.37E-04,6.19E-03,-4.44E-03,3.58E-04,11.115,409.379,15.1911,12.5074,104.764,105.188,104.34,0.847373,2.05E-04,2,10.6009
2021-07-30T113000_AIU-2088.ghg,30/07/2021,12:00,211.5,1,18000,18000,-0.209643,0,1.71E-02,3.79078,0,0.67121,3.66734,1,2.59738,-1.9743,0,0.144022,8.26E-02,1,5.85E-02,-0.605127,-7.25E-02,-0.448764,-1.63E-03,-1.69E-10,-6.32E-12,16.2565,405.183,411.426,0.2,0,608.88,15.1759,15.4098,0.1,0,289.953,288.562,99625.5,1.19595,1013.72,2.42E-02,5.35E-03,1.13E-02,1505.02,1745.01,9.45E-03,86.2475,239.983,286.236,-2.79728,0.567335,0.15208,2.85828,2.58E-14,-1.04E-14,2.85828,7.77021,10.1701,168.535,3.04996,-9999,0.418682,1.08592,-1685.81,-1.93E-03,1.03366,7.47E-03,0,31.3508,-4.75761,10.7617,26.7982,40.869,57.3193,85.8748,-0.207243,1.01158,3.93483,1.02248,3.42546,1.07061,-1.84408,1.07061,7.72E-02,1.07061,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,1.06218,0.809507,0.300154,3.90E-03,0.100872,7.82E-03,3.25E-03,-4.53E-02,1.90E-03,16.2577,608.923,2.42E-04,6.19E-03,-4.44E-03,3.59E-04,11.12,405.183,15.1759,12.4899,104.759,105.181,104.337,0.843986,2.07E-04,2,10.5973
2021-07-30T120000_AIU-2088.ghg,30/07/2021,12:30,211.521,1,18000,18000,-0.223062,0,1.80E-02,9.54867,1,4.11323,6.68483,1,2.94345,-4.76971,0,0.407672,0.150626,1,6.63E-02,1.0001,1.24936,-0.187647,2.82E-02,3.94E-11,1.51E-12,16.1682,403.427,409.753,0.2,0,618.764,15.4393,15.6815,0.1,0,290.302,288.885,99627.6,1.19452,1013.87,2.42E-02,9.76E-03,1.15E-02,1531.05,1781.5,9.61E-03,85.942,250.443,286.498,-2.79239,0.941653,0.109248,2.94891,5.29E-14,2.44E-15,2.94891,7.42974,17.7514,161.365,2.12311,-9999,0.432133,1.1511,-735.903,-4.43E-03,1.42841,1.82E-02,0,33.2752,-5.04964,11.4223,28.4431,43.3776,60.8376,91.1459,-0.220487,1.01168,9.76268,1.02292,6.23669,1.07186,-4.44996,1.07186,0.140528,1.07186,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.26927,0.757446,0.27548,6.40E-02,0.651105,9.55E-03,8.06E-03,-0.109487,3.46E-03,16.1694,618.809,2.39E-04,6.19E-03,-4.44E-03,3.60E-04,11.12,403.427,15.4393,12.7535,104.75,105.18,104.32,0.859212,2.10E-04,2,10.5988
2021-07-30T123000_AIU-2088.ghg,30/07/2021,13:00,211.542,1,18000,18000,-0.301818,0,2.11E-02,20.4458,0,3.40162,0.311821,2,1.41918,-5.53562,0,0.379219,7.03E-03,2,3.20E-02,0.323719,0.716255,-6.73E-02,1.61E-02,-1.93E-11,-7.45E-13,16.1331,402.796,409.176,0.2,0,624.441,15.5905,15.8374,0.1,0,290.421,288.99,99615.1,1.19387,1013.96,2.42E-02,4.55E-04,1.16E-02,1545.77,1793.45,9.71E-03,86.1898,247.678,286.645,-2.94001,-0.241116,0.132956,2.95288,3.01E-14,-1.19E-15,2.95288,8.67877,355.772,184.688,2.58068,-9999,0.502799,1.35658,-541.336,-6.02E-03,65.569,3.36E-02,0,34.2761,-5.20152,11.7659,29.2987,44.6823,62.6676,93.8874,-0.298332,1.01168,20.1045,1.02294,0.290898,1.07192,-5.16419,1.07192,6.56E-03,1.07192,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,100,1.29438,1.07247,0.346311,3.81E-02,0.418889,3.09E-03,1.66E-02,-0.127147,1.61E-04,16.1342,624.486,2.39E-04,6.19E-03,-4.44E-03,3.59E-04,11.1151,402.795,15.5904,12.8985,104.741,105.174,104.308,0.866281,2.01E-04,2,10.5983
2021-07-30T130000_AIU-2088.ghg,30/07/2021,13:30,211.562,1,18000,18000,-0.298543,0,2.22E-02,12.4471,0,2.85667,0.372071,2,2.29086,-3.09771,0,0.249617,8.38E-03,2,5.16E-02,-0.298083,-0.530173,-8.58E-04,-1.19E-02,-5.24E-11,-2.01E-12,16.1373,402.788,409.121,0.2,0,620.136,15.4786,15.722,0.1,0,290.314,288.893,99611.5,1.19427,1013.9,2.42E-02,5.43E-04,1.15E-02,1534.68,1782.44,9.64E-03,86.1001,247.757,286.534,-2.89638,-0.156697,0.162636,2.90518,-1.88E-14,-3.25E-15,2.90518,8.46725,356.3,183.097,3.20917,-9999,0.499979,1.45285,-874.285,-3.73E-03,33.4535,2.06E-02,0,32.4834,-4.92948,11.1505,27.7663,42.3453,59.3899,88.977,-0.29511,1.01163,12.2521,1.02271,0.347325,1.07125,-2.89168,1.07125,7.83E-03,1.07125,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,1.31148,1.20253,0.391677,2.15E-02,0.177378,7.25E-03,1.01E-02,-7.12E-02,1.93E-04,16.1385,620.18,2.39E-04,6.19E-03,-4.44E-03,3.61E-04,11.09,402.789,15.4786,12.7871,104.748,105.179,104.318,0.861273,1.98E-04,2,10.6035
2021-07-30T133000_AIU-2088.ghg,30/07/2021,14:00,211.583,1,18000,18000,-0.33556,0,2.38E-02,2.98721,0,3.39461,4.87038,1,1.84016,-1.67972,0,0.258964,0.109761,1,4.15E-02,0.546397,0.145094,-4.06E-02,3.27E-03,-3.26E-11,-1.25E-12,16.1238,402.408,408.747,0.2,0,621.431,15.5093,15.7536,0.1,0,290.494,289.07,99622.9,1.19366,1013.92,2.42E-02,7.11E-03,1.15E-02,1537.88,1802.69,9.66E-03,85.3102,264.812,286.566,-2.96432,-0.553511,0.109549,3.01754,1.54E-14,-2.02E-15,3.01754,7.71711,349.788,190.577,2.08053,-9999,0.530205,1.36469,-4344.82,-7.50E-04,0.613342,4.66E-03,0,33.3003,-5.05344,11.4309,28.4646,43.4102,60.8835,91.2145,-0.33166,1.01176,3.21206,1.02326,4.53982,1.07281,-1.56571,1.07281,0.102311,1.07281,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,1.32782,0.98767,0.413897,3.26E-02,0.172131,3.00E-03,2.65E-03,-3.86E-02,2.52E-03,16.125,621.476,2.39E-04,6.19E-03,-4.45E-03,3.59E-04,11.09,402.408,15.5093,12.8196,104.747,105.178,104.316,0.862156,1.96E-04,2,10.599
2021-07-30T140000_AIU-2088.ghg,30/07/2021,14:30,211.604,1,18000,18000,-0.231164,0,1.74E-02,2.33466,1,1.596,3.88113,0,1.95402,-1.62176,0,0.18713,8.75E-02,0,4.40E-02,0.100893,5.62E-02,8.71E-03,1.27E-03,-6.89E-11,-2.66E-12,16.1288,402.489,408.835,0.2,0,621.974,15.5211,15.7658,0.1,0,290.528,289.103,99640.8,1.19374,1013.92,2.42E-02,5.67E-03,1.15E-02,1539.33,1806.45,9.67E-03,85.2127,267.125,286.581,-2.70751,-0.265708,0.109312,2.72271,-1.45E-15,-4.27E-15,2.72271,8.49484,354.053,185.605,2.30095,-9999,0.440053,1.23911,-3178.72,-1.03E-03,0.601541,4.38E-03,0,32.3702,-4.9123,11.1116,27.6696,42.1978,59.1831,88.667,-0.228546,1.01146,2.51875,1.02183,3.63135,1.06878,-1.51739,1.06878,8.18E-02,1.06878,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100,1.16558,1.00651,0.306125,1.40E-02,0.16138,5.09E-03,2.08E-03,-3.74E-02,2.02E-03,16.13,622.019,2.40E-04,6.20E-03,-4.45E-03,3.61E-04,11.09,402.489,15.5211,12.8333,104.744,105.175,104.312,0.862822,1.98E-04,2,10.599
2021-07-30T143000_AIU-2088.ghg,30/07/2021,15:00,211.625,1,18000,18000,-0.192722,0,1.60E-02,1.81436,1,1.36904,3.33948,1,4.03905,0.139198,1,0.375056,7.53E-02,1,9.10E-02,-0.156422,-0.507025,3.78E-02,-1.14E-02,9.63E-11,3.69E-12,16.1501,402.843,409.15,0.1,0,617.958,15.4142,15.6555,0.1,0,290.467,289.052,99653.3,1.19414,1013.87,2.42E-02,4.88E-03,1.15E-02,1528.96,1800.64,9.60E-03,84.9124,271.672,286.477,-2.57289,-0.494595,9.91E-02,2.62187,6.50E-14,5.97E-15,2.62187,8.09339,349.028,190.881,2.16589,-9999,0.401732,1.04149,-3112.28,-1.05E-03,0.543304,3.73E-03,0,32.1801,-4.88346,11.0464,27.5071,41.9501,58.8356,88.1464,-0.190554,1.01138,1.9769,1.02136,3.12847,1.06745,0.130402,1.06745,7.05E-02,1.06745,800000099,800000099,800000099,800000099,800000099,800000199,899999999,899999999,89999,89999,89,89,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,100,1.08274,0.741299,0.258934,1.32E-02,0.476644,2.85E-02,1.63E-03,3.21E-03,1.74E-03,16.1513,617.896,2.39E-04,6.20E-03,-4.45E-03,3.59E-04,11.1149,402.843,15.4115,12.7267,104.757,105.186,104.327,0.859284,1.95E-04,2,10.5978
2021-07-30T150000_AIU-2088.ghg,30/07/2021,15:30,211.646,1,18000,18000,-0.256345,0,2.05E-02,3.55508,0,3.57709,3.27923,0,4.86533,-4.46387,0,0.623446,7.39E-02,0,0.10963,-0.445899,-1.71305,-0.237097,-3.86E-02,4.19E-11,1.57E-12,16.0777,400.625,406.748,0.2,0,604.104,15.0532,15.2832,0.1,0,290.289,288.908,99674.1,1.19515,1013.66,2.42E-02,4.79E-03,1.12E-02,1493.64,1784.16,9.37E-03,83.7165,290.524,286.119,-2.75978,-0.820069,0.124631,2.88174,1.91E-14,2.61E-15,2.88174,8.04,343.929,196.549,2.47873,-9999,0.463129,1.26559,-2433.8,-1.34E-03,1.08412,6.34E-03,0,31.6516,-4.80325,10.865,27.0553,41.261,57.8692,86.6986,-0.253404,1.01161,3.68071,1.02259,3.06205,1.07093,-4.16824,1.07093,6.90E-02,1.07093,800000099,800000099,800000099,800000099,800000099,800001199,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.29705,0.875534,0.358594,3.62E-02,1.12948,2.94E-02,3.04E-03,-0.102463,1.70E-03,16.0789,604.149,2.39E-04,6.19E-03,-4.44E-03,3.59E-04,11.1168,400.626,15.0531,12.373,104.784,105.208,104.359,0.849207,2.04E-04,2,10.5981
2021-07-30T153000_AIU-2088.ghg,30/07/2021,16:00,211.667,1,18000,18000,-0.263615,0,2.17E-02,-6.8185,0,1.39349,6.13263,0,4.20036,-7.80714,0,0.500634,0.138167,0,9.46E-02,-0.465035,-2.36074,-0.171167,-5.32E-02,-5.83E-11,-2.13E-12,16.0278,399.026,404.92,0.2,0,584.684,14.5562,14.7712,0.1,0,290.093,288.758,99699.9,1.1963,1013.38,2.42E-02,8.95E-03,1.08E-02,1444.93,1767.14,9.06E-03,81.7663,322.216,285.613,-2.64118,-0.753288,0.107569,2.74861,-3.82E-14,-3.64E-15,2.74861,9.06364,342.937,195.919,2.24289,-9999,0.469423,1.33203,1321.52,2.47E-03,-1.11184,-1.20E-02,0,33.1738,-5.03425,11.3875,28.3565,43.2454,60.6523,90.8682,-0.260879,1.01049,-6.35247,1.02221,5.70452,1.07505,-7.26213,1.07505,0.128521,1.07505,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,1.46708,0.869036,0.327952,6.10E-03,0.840333,1.89E-02,-5.24E-03,-0.178261,3.15E-03,16.0291,584.725,2.37E-04,6.19E-03,-4.45E-03,3.58E-04,11.1,399.027,14.5562,11.8777,104.821,105.242,104.4,0.842298,2.21E-04,2,10.5973
2021-07-30T160000_AIU-2088.ghg,30/07/2021,16:30,211.687,1,18000,18000,-0.142667,0,1.31E-02,8.29234,1,2.67473,13.2848,1,3.60092,-6.60113,0,0.56505,0.299369,1,8.11E-02,0.722127,0.486163,-1.46E-02,1.10E-02,-5.58E-11,-2.05E-12,16.0076,398.889,404.824,0.2,0,588.255,14.6586,14.8767,0.1,0,290.337,288.991,99717.3,1.1955,1013.44,2.42E-02,1.94E-02,1.09E-02,1455.3,1793.71,9.13E-03,81.1335,338.412,285.722,-1.83219,-0.931988,5.04E-02,2.05623,-1.22E-14,-3.49E-15,2.05623,6.74604,332.439,206.961,1.40431,-9999,0.345451,0.737565,-433.126,-7.53E-03,0.624199,1.98E-02,0,32.4034,-4.91734,11.123,27.6979,42.2411,59.2438,88.758,-0.141077,1.01127,8.94283,1.01901,12.5305,1.06019,-6.22634,1.06019,0.282371,1.06019,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.694954,0.591973,0.188203,2.02E-02,1.66353,1.59E-02,7.38E-03,-0.152953,6.94E-03,16.0088,588.295,2.39E-04,6.18E-03,-4.44E-03,3.59E-04,11.105,398.89,14.6586,11.9957,104.821,105.249,104.392,0.857179,2.22E-04,2,10.6006
2021-07-30T163000_AIU-2088.ghg,30/07/2021,17:00,211.708,1,18000,18000,-0.175403,0,1.69E-02,1.20994,2,1.79981,10.1098,0,2.73346,-7.58275,0,0.515565,0.227763,0,6.16E-02,-0.828769,-1.59819,0.229874,-3.60E-02,3.95E-11,1.41E-12,16.1243,401.036,406.864,0.2,0,575.852,14.3223,14.5304,0.1,0,290.037,288.724,99728.3,1.19689,1013.25,2.42E-02,1.48E-02,1.07E-02,1422.23,1763.3,8.92E-03,80.6571,341.073,285.373,-1.87242,-1.11779,4.41E-02,2.18113,-7.03E-14,2.45E-15,2.18113,6.23219,328.551,210.836,1.15781,-9999,0.382817,0.855329,-4039.7,-8.07E-04,0.11968,2.61E-03,0,32.9238,-4.99631,11.3017,28.1428,42.9195,60.1952,90.1834,-0.173454,1.01124,1.77427,1.01948,9.52201,1.06173,-7.14191,1.06173,0.214521,1.06173,800010099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,1,202,0,0,0,0,0,0,0,0,0,0,0,100,0.87273,0.615825,0.222103,4.36E-02,0.916299,8.67E-03,1.46E-03,-0.175185,5.26E-03,16.1256,575.893,2.39E-04,6.18E-03,-4.44E-03,3.61E-04,11.11,401.038,14.3223,11.6404,104.842,105.259,104.424,0.835817,2.20E-04,2,10.6018
2021-07-30T170000_AIU-2088.ghg,30/07/2021,17:30,211.729,1,18000,18000,-8.06E-02,0,8.82E-03,5.16162,1,2.47906,8.85337,1,4.93401,-3.16838,1,0.912366,0.199486,1,0.111174,0.459678,1.84572,0.247541,4.16E-02,-3.24E-11,-1.18E-12,16.2005,403.349,409.372,0.2,0,590.863,14.711,14.9306,0.1,0,290.222,288.872,99739.1,1.19623,1013.48,2.42E-02,1.29E-02,1.10E-02,1460.79,1780.1,9.16E-03,82.0626,319.304,285.78,-1.02241,-1.26209,1.49E-02,1.62432,-1.89E-14,-2.00E-15,1.62432,5.18063,308.515,230.989,0.525994,-9999,0.259599,0.438206,-295.345,-1.10E-02,0.583012,1.64E-02,0,31.4089,-4.76643,10.7817,26.8479,40.9447,57.4255,86.0339,-7.97E-02,1.0118,5.60893,1.01771,8.38881,1.05538,-3.00213,1.05538,0.189018,1.05538,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0.373212,0.388362,0.114836,2.70E-02,7.10708,4.50E-02,4.63E-03,-7.37E-02,4.64E-03,16.2016,590.897,2.41E-04,6.19E-03,-4.45E-03,3.62E-04,11.1183,403.349,14.7109,12.0446,104.818,105.243,104.394,0.849162,2.21E-04,2,10.5936
2021-07-30T173000_AIU-2088.ghg,30/07/2021,18:00,211.75,1,18000,18000,-0.141195,0,1.25E-02,-6.35325,0,2.31836,3.77041,1,4.53405,-1.28209,0,0.336351,8.50E-02,1,0.102206,1.38606,1.99262,0.409765,4.49E-02,-3.13E-11,-1.16E-12,16.3308,407.185,413.441,0.2,0,606.866,15.1314,15.3638,0.1,0,290.711,289.32,99746.6,1.19428,1013.72,2.42E-02,5.51E-03,1.13E-02,1502.45,1831.75,9.42E-03,82.0225,329.303,286.209,-1.17681,-1.59557,1.75E-02,1.98268,-9.15E-14,-1.92E-15,1.98268,5.85256,306.961,233.589,0.506604,-9999,0.343841,0.631109,557.621,5.85E-03,-1.68503,-1.53E-02,0,33.6674,-5.10916,11.5569,28.7784,43.8888,61.5547,92.2202,-0.139869,1.00948,-6.0504,1.01855,3.54168,1.06458,-1.20431,1.06458,7.98E-02,1.06458,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0.590767,0.501707,0.169743,2.07E-02,0.374321,2.63E-02,-5.00E-03,-2.96E-02,1.96E-03,16.3319,606.909,2.40E-04,6.19E-03,-4.45E-03,3.62E-04,11.1151,407.183,15.1313,12.4695,104.798,105.231,104.365,0.866617,2.21E-04,2,10.5941
2021-07-30T180000_AIU-2088.ghg,30/07/2021,18:30,211.771,1,18000,18000,-8.46E-02,0,8.88E-03,-7.89538,0,0.784476,4.36286,1,4.21116,-0.245313,0,0.337585,9.84E-02,1,9.49E-02,0.56856,1.36667,0.174027,3.08E-02,-3.16E-11,-1.19E-12,16.3808,408.814,415.217,0.1,0,617.861,15.4199,15.6614,0.1,0,290.922,289.504,99771.4,1.19369,1013.88,2.42E-02,6.37E-03,1.15E-02,1531.34,1853.32,9.60E-03,82.6271,321.974,286.501,-0.967078,-1.67349,-1.14E-02,1.93285,3.76E-14,-1.93E-15,1.93285,6.04411,299.179,239.977,-0.337051,-9999,0.266178,0.659343,208.213,1.57E-02,-1.80968,-2.45E-02,0,28.2718,-4.29035,9.70479,24.1663,36.8551,51.6899,77.4408,-8.38E-02,1.00973,-7.53445,1.01908,4.0904,1.06661,-0.229993,1.06661,9.22E-02,1.06661,800000099,800000099,800000099,800000099,800000099,800000199,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.514227,0.647075,0.157383,4.58E-03,0.750961,4.05E-02,-6.23E-03,-5.66E-03,2.27E-03,16.3819,617.901,2.41E-04,6.19E-03,-4.45E-03,3.59E-04,11.09,408.813,15.4199,12.7608,104.784,105.225,104.343,0.881979,2.21E-04,2,10.5934
